ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
279,6556-DBKZF,2026-07-03,2026-07-03,billing,low,closed,17.5,Requested a refund for a duplicate charge.
280,6556-DBKZF,2026-06-02,2026-06-03,technical,low,closed,38.31,App crashes when loading the dashboard view.
281,2985-JUUBZ,2026-08-27,2026-08-28,other,low,closed,38.12,Provided feedback about the onboarding experience.
282,6390-DSAZX,2026-04-28,2026-04-29,technical,medium,closed,30.28,App crashes when loading the dashboard view.
283,0895-LMRSF,2026-04-25,2026-04-26,other,medium,closed,34.98,General question about plan upgrade options.
284,8098-LLAZX,2026-06-10,,other,low,open,,Asked about cancellation policy and notice period.
285,8098-LLAZX,2026-09-13,2026-09-13,billing,high,closed,6.5,Customer disputes a charge on their most recent invoice.
286,8098-LLAZX,2026-07-26,,billing,medium,open,,Requested a refund for a duplicate charge.
287,0265-EDXBD,2026-04-10,2026-04-12,technical,low,closed,52.71,Requested help configuring an integration.
288,0265-EDXBD,2026-06-20,2026-06-23,billing,low,closed,77.76,Requested a refund for a duplicate charge.
289,4115-BNPJY,2026-07-17,2026-07-18,technical,low,closed,47.28,Feature X is not syncing data correctly.
290,3167-SNQPL,2026-06-04,2026-06-04,technical,medium,closed,23.48,Reported repeated login failures over the past week.
291,1098-TDVUQ,2026-03-23,2026-03-23,other,low,closed,23.37,Provided feedback about the onboarding experience.
292,1098-TDVUQ,2026-08-14,2026-08-15,billing,medium,closed,24.9,Customer disputes a charge on their most recent invoice.
293,1098-TDVUQ,2026-04-03,2026-04-03,other,medium,closed,8.54,Provided feedback about the onboarding experience.
294,7277-OZCGZ,2026-09-12,2026-09-13,technical,high,closed,47.48,Reported repeated login failures over the past week.
295,2799-ARNLO,2026-05-10,,technical,high,open,,Feature X is not syncing data correctly.
296,7563-BIUPC,2026-03-23,2026-03-23,billing,high,closed,20.01,Reported a failed payment and requested a retry.
297,5027-YOCXN,2026-05-30,2026-05-30,technical,medium,closed,16.96,Feature X is not syncing data correctly.
298,2840-XANRC,2026-09-02,2026-09-04,billing,medium,closed,53.07,Asked why the monthly charge increased without notice.
299,6745-JEFZB,2026-05-27,2026-05-28,other,low,closed,35.66,Asked about cancellation policy and notice period.
300,6745-JEFZB,2026-09-09,2026-09-09,billing,low,closed,8.56,Reported a failed payment and requested a retry.
301,6745-JEFZB,2026-06-01,,billing,high,open,,Asked why the monthly charge increased without notice.
302,6745-JEFZB,2026-06-01,2026-06-01,technical,medium,closed,20.0,Requested help configuring an integration.
303,6745-JEFZB,2026-06-23,,other,high,open,,General question about plan upgrade options.
304,9880-TDQAC,2026-07-09,,other,medium,open,,Requested a copy of past invoices.
305,9880-TDQAC,2026-07-02,2026-07-03,billing,medium,closed,43.12,Reported a failed payment and requested a retry.
306,9880-TDQAC,2026-08-13,,technical,high,open,,App crashes when loading the dashboard view.
307,8705-WZCYL,2026-07-06,2026-07-06,technical,low,closed,13.42,Feature X is not syncing data correctly.
308,8626-PTQGE,2026-06-17,2026-06-17,other,low,closed,22.75,Provided feedback about the onboarding experience.
309,4983-CLMLV,2026-09-09,2026-09-10,technical,medium,closed,39.38,Requested help configuring an integration.
310,4983-CLMLV,2026-04-12,2026-04-12,billing,high,closed,13.95,Requested a refund for a duplicate charge.
311,5701-YVSVF,2026-06-30,2026-07-01,other,medium,closed,25.23,Requested a copy of past invoices.
312,5701-YVSVF,2026-08-09,2026-08-09,billing,medium,closed,22.74,Requested a refund for a duplicate charge.
313,5804-LEPIM,2026-07-09,2026-07-11,billing,high,closed,61.53,Customer disputes a charge on their most recent invoice.
314,5697-GOMBF,2026-07-21,2026-07-21,other,low,closed,22.09,Asked about cancellation policy and notice period.
315,5697-GOMBF,2026-07-15,,billing,low,open,,Reported a failed payment and requested a retry.
316,2739-CACDQ,2026-04-12,2026-04-13,other,low,closed,45.37,Requested a copy of past invoices.
317,9385-EHGDO,2026-07-29,2026-07-29,billing,low,closed,22.77,Reported a failed payment and requested a retry.
318,9498-FIMXL,2026-04-07,2026-04-07,billing,low,closed,6.11,Requested a refund for a duplicate charge.
319,9498-FIMXL,2026-05-24,,billing,medium,open,,Reported a failed payment and requested a retry.
320,0122-OAHPZ,2026-08-18,,other,low,open,,Requested a copy of past invoices.
321,2868-SNELZ,2026-07-28,2026-07-28,billing,medium,closed,20.69,Reported a failed payment and requested a retry.
322,4322-RCYMT,2026-07-18,2026-07-20,other,low,closed,69.79,Asked about cancellation policy and notice period.
323,4322-RCYMT,2026-04-10,2026-04-10,technical,medium,closed,16.95,Feature X is not syncing data correctly.
324,2088-IEBAU,2026-04-29,2026-04-30,billing,medium,closed,32.02,Asked why the monthly charge increased without notice.
325,2088-IEBAU,2026-05-11,2026-05-12,technical,medium,closed,45.17,Requested help configuring an integration.
326,7982-VCELR,2026-08-20,,technical,medium,open,,Feature X is not syncing data correctly.
327,1343-EHPYB,2026-09-02,2026-09-02,billing,medium,closed,21.71,Reported a failed payment and requested a retry.
328,7520-HQWJU,2026-09-05,,technical,low,open,,Feature X is not syncing data correctly.
329,9639-BUJXT,2026-06-18,2026-06-19,billing,medium,closed,24.42,Reported a failed payment and requested a retry.
330,9639-BUJXT,2026-08-06,,technical,medium,open,,Feature X is not syncing data correctly.
331,9639-BUJXT,2026-04-05,2026-04-05,billing,high,closed,2.06,Asked why the monthly charge increased without notice.
332,5924-SNGKP,2026-08-26,,billing,low,open,,Reported a failed payment and requested a retry.
333,2034-GDRCN,2026-07-14,,technical,medium,open,,Feature X is not syncing data correctly.
334,6243-OZGFH,2026-09-11,2026-09-12,billing,low,closed,35.7,Asked why the monthly charge increased without notice.
335,0513-RBGPE,2026-04-14,,other,high,open,,Provided feedback about the onboarding experience.
336,0219-YTZUE,2026-04-05,2026-04-06,billing,medium,closed,37.5,Reported a failed payment and requested a retry.
337,0219-YTZUE,2026-04-14,,other,low,open,,General question about plan upgrade options.
338,0219-YTZUE,2026-04-02,,billing,medium,open,,Requested a refund for a duplicate charge.
339,0623-IIHUG,2026-05-30,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
340,4572-DVCGN,2026-04-01,,other,low,open,,Requested a copy of past invoices.
341,4572-DVCGN,2026-08-11,,billing,medium,open,,Reported a failed payment and requested a retry.
342,4572-DVCGN,2026-08-23,,technical,high,open,,Requested help configuring an integration.
343,3351-NGXYI,2026-04-09,2026-04-09,other,medium,closed,3.56,General question about plan upgrade options.
344,9057-MSWCO,2026-09-13,2026-09-15,billing,medium,closed,53.52,Requested a refund for a duplicate charge.
345,9294-TDIPC,2026-08-28,2026-08-28,technical,medium,closed,1.42,Requested help configuring an integration.
346,9294-TDIPC,2026-05-08,2026-05-09,other,low,closed,38.42,Asked about cancellation policy and notice period.
347,0104-PPXDV,2026-08-12,,other,medium,open,,General question about plan upgrade options.
348,5176-LMJXE,2026-06-21,2026-06-22,billing,medium,closed,38.02,Reported a failed payment and requested a retry.
349,3583-KRKMD,2026-05-15,2026-05-16,other,low,closed,32.58,Asked about cancellation policy and notice period.
350,9069-LGEUL,2026-04-27,2026-04-27,billing,high,closed,22.38,Reported a failed payment and requested a retry.
351,9069-LGEUL,2026-09-07,,other,medium,open,,Requested a copy of past invoices.
352,7302-ZHMHP,2026-05-28,2026-05-29,technical,medium,closed,38.88,Feature X is not syncing data correctly.
353,3520-FJGCV,2026-04-24,2026-04-25,technical,low,closed,45.03,App crashes when loading the dashboard view.
354,3520-FJGCV,2026-06-24,,billing,low,open,,Customer disputes a charge on their most recent invoice.
355,6563-VRERX,2026-06-11,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
356,6563-VRERX,2026-06-19,2026-06-20,technical,low,closed,47.88,Reported repeated login failures over the past week.
357,0259-GBZSH,2026-07-01,,billing,medium,open,,Asked why the monthly charge increased without notice.
358,6122-EFVKN,2026-05-27,,technical,high,open,,App crashes when loading the dashboard view.
359,6122-EFVKN,2026-07-01,2026-07-01,billing,high,closed,7.33,Asked why the monthly charge increased without notice.
360,6122-EFVKN,2026-06-15,,billing,medium,open,,Reported a failed payment and requested a retry.
361,6862-CQUMB,2026-04-25,2026-04-25,technical,low,closed,13.99,Requested help configuring an integration.
362,6862-CQUMB,2026-06-04,,billing,low,open,,Customer disputes a charge on their most recent invoice.
363,6158-HDPXZ,2026-04-18,,technical,medium,open,,Feature X is not syncing data correctly.
364,6158-HDPXZ,2026-04-16,2026-04-16,other,low,closed,4.36,Requested a copy of past invoices.
365,6158-HDPXZ,2026-04-27,,technical,low,open,,Requested help configuring an integration.
366,9601-BRXPO,2026-04-19,,technical,low,open,,Requested help configuring an integration.
367,9601-BRXPO,2026-06-07,2026-06-08,billing,high,closed,25.41,Asked why the monthly charge increased without notice.
368,9601-BRXPO,2026-03-27,,other,medium,open,,Requested a copy of past invoices.
369,9601-BRXPO,2026-08-29,,billing,high,open,,Asked why the monthly charge increased without notice.
370,5686-CMAWK,2026-04-11,2026-04-11,other,medium,closed,12.05,General question about plan upgrade options.
371,5686-CMAWK,2026-08-30,2026-08-30,billing,medium,closed,22.49,Requested a refund for a duplicate charge.
372,5686-CMAWK,2026-07-14,2026-07-14,other,medium,closed,7.32,Requested a copy of past invoices.
373,5651-CRHKQ,2026-04-15,2026-04-16,billing,high,closed,42.69,Customer disputes a charge on their most recent invoice.
374,6905-NIQIN,2026-08-18,,technical,low,open,,Reported repeated login failures over the past week.
375,6905-NIQIN,2026-04-14,2026-04-14,other,medium,closed,5.14,Asked about cancellation policy and notice period.
376,6905-NIQIN,2026-07-25,,technical,medium,open,,Reported repeated login failures over the past week.
377,8204-YJCLA,2026-06-12,,technical,medium,open,,Feature X is not syncing data correctly.
378,4895-TMWIR,2026-06-29,2026-06-30,other,medium,closed,38.71,Requested a copy of past invoices.
379,4895-TMWIR,2026-04-14,2026-04-15,other,medium,closed,43.02,Requested a copy of past invoices.
380,0533-BNWKF,2026-05-05,2026-05-06,billing,high,closed,45.24,Customer disputes a charge on their most recent invoice.
381,0533-BNWKF,2026-08-06,2026-08-06,billing,medium,closed,14.59,Asked why the monthly charge increased without notice.
382,3597-MVHJT,2026-09-08,2026-09-09,technical,medium,closed,36.77,App crashes when loading the dashboard view.
383,0224-RLWWD,2026-04-04,2026-04-05,other,medium,closed,43.02,Provided feedback about the onboarding experience.
384,0224-RLWWD,2026-08-22,2026-08-23,technical,medium,closed,42.83,Reported repeated login failures over the past week.
385,9967-ATRFS,2026-08-14,,technical,medium,open,,Feature X is not syncing data correctly.
386,3951-NJCVI,2026-05-20,2026-05-21,billing,medium,closed,40.13,Asked why the monthly charge increased without notice.
387,6599-CEBNN,2026-04-30,,billing,low,open,,Customer disputes a charge on their most recent invoice.
388,6599-CEBNN,2026-05-27,,billing,low,open,,Reported a failed payment and requested a retry.
389,5876-QMYLD,2026-07-14,2026-07-15,technical,low,closed,45.49,Feature X is not syncing data correctly.
390,5876-QMYLD,2026-07-01,2026-07-02,other,medium,closed,34.86,Asked about cancellation policy and notice period.
391,2277-AXSDC,2026-07-13,2026-07-14,billing,medium,closed,25.1,Asked why the monthly charge increased without notice.
392,5495-GPSRW,2026-07-17,2026-07-18,other,low,closed,32.01,General question about plan upgrade options.
393,7606-BPHHN,2026-06-16,2026-06-17,billing,high,closed,35.27,Requested a refund for a duplicate charge.
394,4742-DRORA,2026-05-31,2026-06-01,billing,low,closed,30.39,Customer disputes a charge on their most recent invoice.
395,0111-KLBQG,2026-06-18,2026-06-18,billing,high,closed,7.32,Asked why the monthly charge increased without notice.
396,0334-GDDSO,2026-05-25,2026-05-27,technical,medium,closed,68.82,Reported repeated login failures over the past week.
397,4163-NCJAK,2026-04-24,2026-04-25,other,medium,closed,46.67,Asked about cancellation policy and notice period.
398,5233-AOZUF,2026-05-06,2026-05-07,billing,medium,closed,45.46,Reported a failed payment and requested a retry.
399,5249-QYHEX,2026-07-18,2026-07-18,other,low,closed,7.35,Provided feedback about the onboarding experience.
400,0578-SKVMF,2026-08-16,,billing,medium,open,,Reported a failed payment and requested a retry.
401,0578-SKVMF,2026-04-29,2026-04-30,technical,medium,closed,31.27,Feature X is not syncing data correctly.
402,0578-SKVMF,2026-09-15,2026-09-17,other,medium,closed,62.47,General question about plan upgrade options.
403,5564-NEMQO,2026-09-09,,billing,medium,open,,Requested a refund for a duplicate charge.
404,2233-FAGXV,2026-06-27,2026-06-28,other,high,closed,34.49,General question about plan upgrade options.
405,5605-IYGFG,2026-08-17,2026-08-17,billing,high,closed,14.9,Requested a refund for a duplicate charge.
406,5605-IYGFG,2026-05-28,2026-05-29,billing,medium,closed,45.1,Requested a refund for a duplicate charge.
407,5605-IYGFG,2026-06-16,2026-06-17,technical,high,closed,33.74,Requested help configuring an integration.
408,3935-TBRZZ,2026-04-01,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
409,3935-TBRZZ,2026-07-16,,technical,low,open,,Requested help configuring an integration.
410,8111-BKVDS,2026-06-02,2026-06-03,billing,low,closed,25.91,Customer disputes a charge on their most recent invoice.
411,2055-SIFSS,2026-03-22,,billing,low,open,,Requested a refund for a duplicate charge.
412,2055-SIFSS,2026-04-16,2026-04-16,billing,low,closed,10.57,Asked why the monthly charge increased without notice.
413,2806-MLNTI,2026-08-03,2026-08-03,billing,low,closed,4.7,Asked why the monthly charge increased without notice.
414,2806-MLNTI,2026-07-23,,billing,high,open,,Customer disputes a charge on their most recent invoice.
415,4360-PNRQB,2026-04-11,,other,low,open,,General question about plan upgrade options.
416,6152-ONASV,2026-05-28,2026-05-28,billing,low,closed,21.77,Requested a refund for a duplicate charge.
417,6152-ONASV,2026-05-23,2026-05-24,technical,low,closed,45.41,Reported repeated login failures over the past week.
418,9063-ZGTUY,2026-04-04,,technical,medium,open,,Requested help configuring an integration.
419,2957-LOLHO,2026-04-09,2026-04-10,technical,medium,closed,29.2,Feature X is not syncing data correctly.
420,4980-URKXC,2026-04-03,2026-04-04,other,high,closed,39.65,Requested a copy of past invoices.
421,4980-URKXC,2026-04-22,,technical,medium,open,,Feature X is not syncing data correctly.
422,4376-KFVRS,2026-05-12,2026-05-12,other,high,closed,21.56,General question about plan upgrade options.
423,4376-KFVRS,2026-06-10,2026-06-11,technical,low,closed,32.29,Requested help configuring an integration.
424,5886-VLQVU,2026-03-27,,other,high,open,,Requested a copy of past invoices.
425,3577-AMVUX,2026-07-30,,technical,medium,open,,Reported repeated login failures over the past week.
