ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
295,CUST-000269,2026-05-15,,technical,high,open,,Feature X is not syncing data correctly.
296,CUST-000272,2026-04-27,2026-04-27,technical,medium,closed,13.86,Feature X is not syncing data correctly.
297,CUST-000272,2026-07-13,2026-07-16,billing,medium,closed,72.43,Customer disputes a charge on their most recent invoice.
298,CUST-000272,2026-08-14,2026-08-15,billing,medium,closed,46.66,Reported a failed payment and requested a retry.
299,CUST-000272,2026-06-14,2026-06-15,other,medium,closed,47.15,Asked about cancellation policy and notice period.
300,CUST-000272,2026-05-04,,other,high,open,,Provided feedback about the onboarding experience.
301,CUST-000274,2026-08-06,2026-08-07,technical,medium,closed,44.34,Requested help configuring an integration.
302,CUST-000274,2026-05-12,,billing,medium,open,,Reported a failed payment and requested a retry.
303,CUST-000275,2026-08-09,2026-08-10,technical,low,closed,44.11,App crashes when loading the dashboard view.
304,CUST-000275,2026-07-30,,technical,medium,open,,Requested help configuring an integration.
305,CUST-000276,2026-08-24,2026-08-25,technical,medium,closed,43.73,Requested help configuring an integration.
306,CUST-000276,2026-06-12,,billing,high,open,,Asked why the monthly charge increased without notice.
307,CUST-000276,2026-03-25,2026-03-26,billing,medium,closed,37.9,Requested a refund for a duplicate charge.
308,CUST-000276,2026-07-06,2026-07-07,technical,low,closed,35.97,App crashes when loading the dashboard view.
309,CUST-000278,2026-03-31,2026-04-01,billing,medium,closed,47.9,Reported a failed payment and requested a retry.
310,CUST-000279,2026-05-21,2026-05-21,other,medium,closed,20.75,Requested a copy of past invoices.
311,CUST-000279,2026-04-25,2026-04-25,billing,low,closed,11.66,Requested a refund for a duplicate charge.
312,CUST-000282,2026-04-02,2026-04-03,technical,medium,closed,31.14,Feature X is not syncing data correctly.
313,CUST-000283,2026-04-16,2026-04-16,technical,medium,closed,12.52,Requested help configuring an integration.
314,CUST-000284,2026-05-23,2026-05-24,other,medium,closed,42.25,General question about plan upgrade options.
315,CUST-000284,2026-08-27,,billing,medium,open,,Asked why the monthly charge increased without notice.
316,CUST-000284,2026-04-02,,technical,medium,open,,Reported repeated login failures over the past week.
317,CUST-000287,2026-06-20,,technical,low,open,,Requested help configuring an integration.
318,CUST-000287,2026-04-27,,billing,medium,open,,Asked why the monthly charge increased without notice.
319,CUST-000287,2026-09-06,,billing,medium,open,,Requested a refund for a duplicate charge.
320,CUST-000288,2026-08-11,2026-08-12,technical,low,closed,24.25,App crashes when loading the dashboard view.
321,CUST-000288,2026-05-02,,technical,low,open,,Feature X is not syncing data correctly.
322,CUST-000291,2026-06-23,2026-06-24,technical,medium,closed,24.05,Requested help configuring an integration.
323,CUST-000294,2026-07-27,,billing,low,open,,Requested a refund for a duplicate charge.
324,CUST-000294,2026-06-13,,technical,high,open,,Feature X is not syncing data correctly.
325,CUST-000294,2026-06-06,2026-06-08,technical,medium,closed,68.48,App crashes when loading the dashboard view.
326,CUST-000294,2026-09-02,2026-09-03,billing,medium,closed,25.71,Asked why the monthly charge increased without notice.
327,CUST-000296,2026-04-03,2026-04-04,other,low,closed,26.71,General question about plan upgrade options.
328,CUST-000296,2026-09-08,2026-09-09,technical,medium,closed,36.02,App crashes when loading the dashboard view.
329,CUST-000296,2026-07-22,,other,medium,open,,General question about plan upgrade options.
330,CUST-000298,2026-04-20,2026-04-21,technical,medium,closed,41.78,Reported repeated login failures over the past week.
331,CUST-000298,2026-06-14,2026-06-15,other,low,closed,47.17,Provided feedback about the onboarding experience.
332,CUST-000301,2026-03-21,,other,medium,open,,Requested a copy of past invoices.
333,CUST-000302,2026-08-24,,other,low,open,,Requested a copy of past invoices.
334,CUST-000302,2026-03-23,,other,medium,open,,Asked about cancellation policy and notice period.
335,CUST-000303,2026-06-24,,billing,medium,open,,Asked why the monthly charge increased without notice.
336,CUST-000305,2026-06-08,2026-06-08,other,medium,closed,4.27,Asked about cancellation policy and notice period.
337,CUST-000306,2026-07-10,,billing,low,open,,Reported a failed payment and requested a retry.
338,CUST-000306,2026-08-19,2026-08-19,other,medium,closed,4.45,Provided feedback about the onboarding experience.
339,CUST-000307,2026-06-20,2026-06-21,other,medium,closed,38.96,Provided feedback about the onboarding experience.
340,CUST-000308,2026-04-11,2026-04-12,technical,medium,closed,36.37,Reported repeated login failures over the past week.
341,CUST-000309,2026-06-30,2026-06-30,technical,low,closed,19.04,Feature X is not syncing data correctly.
342,CUST-000310,2026-04-22,2026-04-23,other,high,closed,41.47,General question about plan upgrade options.
343,CUST-000310,2026-08-15,2026-08-15,billing,medium,closed,21.86,Requested a refund for a duplicate charge.
344,CUST-000314,2026-06-22,2026-06-22,billing,medium,closed,18.89,Reported a failed payment and requested a retry.
345,CUST-000314,2026-03-27,2026-03-27,technical,low,closed,5.21,Feature X is not syncing data correctly.
346,CUST-000314,2026-05-26,2026-05-26,other,low,closed,16.65,Provided feedback about the onboarding experience.
347,CUST-000315,2026-07-15,2026-07-15,billing,medium,closed,19.86,Requested a refund for a duplicate charge.
348,CUST-000317,2026-04-01,,billing,medium,open,,Requested a refund for a duplicate charge.
349,CUST-000317,2026-05-15,2026-05-15,billing,low,closed,7.03,Reported a failed payment and requested a retry.
350,CUST-000317,2026-03-30,2026-03-30,other,medium,closed,10.43,Requested a copy of past invoices.
351,CUST-000319,2026-06-11,2026-06-12,other,high,closed,46.05,Requested a copy of past invoices.
352,CUST-000321,2026-07-31,,other,medium,open,,General question about plan upgrade options.
353,CUST-000323,2026-06-29,2026-06-29,billing,low,closed,1.4,Reported a failed payment and requested a retry.
354,CUST-000323,2026-08-09,2026-08-10,technical,medium,closed,24.09,App crashes when loading the dashboard view.
355,CUST-000324,2026-08-05,,technical,medium,open,,Feature X is not syncing data correctly.
356,CUST-000324,2026-05-17,2026-05-18,other,medium,closed,44.36,Asked about cancellation policy and notice period.
357,CUST-000325,2026-07-10,,other,medium,open,,Requested a copy of past invoices.
358,CUST-000327,2026-04-06,2026-04-06,other,low,closed,10.47,General question about plan upgrade options.
359,CUST-000327,2026-04-11,2026-04-11,billing,medium,closed,22.07,Customer disputes a charge on their most recent invoice.
360,CUST-000328,2026-07-02,2026-07-03,other,high,closed,42.28,Provided feedback about the onboarding experience.
361,CUST-000329,2026-08-26,2026-08-26,billing,medium,closed,13.02,Requested a refund for a duplicate charge.
362,CUST-000330,2026-03-30,2026-03-30,other,medium,closed,9.75,Asked about cancellation policy and notice period.
363,CUST-000330,2026-04-10,2026-04-10,other,medium,closed,19.21,Asked about cancellation policy and notice period.
364,CUST-000332,2026-05-16,2026-05-17,other,medium,closed,31.7,Provided feedback about the onboarding experience.
365,CUST-000332,2026-08-02,2026-08-02,other,medium,closed,16.29,Asked about cancellation policy and notice period.
366,CUST-000332,2026-06-26,2026-06-27,technical,low,closed,26.79,Feature X is not syncing data correctly.
367,CUST-000332,2026-04-29,2026-05-02,billing,medium,closed,76.45,Reported a failed payment and requested a retry.
368,CUST-000332,2026-04-12,2026-04-12,technical,low,closed,5.88,Requested help configuring an integration.
369,CUST-000332,2026-05-08,,billing,medium,open,,Asked why the monthly charge increased without notice.
370,CUST-000334,2026-04-19,2026-04-19,billing,low,closed,13.69,Customer disputes a charge on their most recent invoice.
371,CUST-000335,2026-05-15,2026-05-16,billing,high,closed,35.08,Asked why the monthly charge increased without notice.
372,CUST-000336,2026-05-24,2026-05-25,billing,medium,closed,41.64,Requested a refund for a duplicate charge.
373,CUST-000336,2026-08-18,2026-08-19,technical,high,closed,26.08,Feature X is not syncing data correctly.
374,CUST-000337,2026-07-14,,technical,medium,open,,App crashes when loading the dashboard view.
375,CUST-000338,2026-03-24,2026-03-24,other,high,closed,10.86,General question about plan upgrade options.
376,CUST-000342,2026-07-10,2026-07-11,other,medium,closed,32.66,Asked about cancellation policy and notice period.
377,CUST-000342,2026-07-31,2026-07-31,technical,low,closed,4.5,Feature X is not syncing data correctly.
378,CUST-000342,2026-07-03,2026-07-04,technical,medium,closed,47.41,Requested help configuring an integration.
379,CUST-000344,2026-06-03,2026-06-04,other,high,closed,38.48,Requested a copy of past invoices.
380,CUST-000345,2026-09-03,2026-09-04,technical,high,closed,33.07,App crashes when loading the dashboard view.
381,CUST-000346,2026-08-05,,billing,medium,open,,Asked why the monthly charge increased without notice.
382,CUST-000348,2026-07-24,2026-07-25,billing,medium,closed,33.52,Asked why the monthly charge increased without notice.
383,CUST-000349,2026-09-12,,other,low,open,,General question about plan upgrade options.
384,CUST-000350,2026-04-23,2026-04-25,billing,high,closed,61.36,Requested a refund for a duplicate charge.
385,CUST-000351,2026-08-12,2026-08-13,other,low,closed,43.15,Asked about cancellation policy and notice period.
386,CUST-000351,2026-03-30,2026-03-31,other,low,closed,33.29,Provided feedback about the onboarding experience.
387,CUST-000352,2026-08-03,2026-08-04,other,low,closed,24.82,Asked about cancellation policy and notice period.
388,CUST-000352,2026-08-05,2026-08-06,technical,medium,closed,30.22,Feature X is not syncing data correctly.
389,CUST-000353,2026-03-25,,other,medium,open,,Requested a copy of past invoices.
390,CUST-000354,2026-06-26,2026-06-27,technical,medium,closed,40.4,Reported repeated login failures over the past week.
391,CUST-000354,2026-04-14,2026-04-15,technical,medium,closed,46.97,Requested help configuring an integration.
392,CUST-000355,2026-06-26,2026-06-27,technical,high,closed,35.7,Feature X is not syncing data correctly.
393,CUST-000355,2026-07-15,,other,low,open,,Requested a copy of past invoices.
394,CUST-000355,2026-08-17,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
395,CUST-000356,2026-03-31,2026-04-01,billing,medium,closed,26.66,Reported a failed payment and requested a retry.
396,CUST-000356,2026-04-20,2026-04-20,billing,medium,closed,21.43,Reported a failed payment and requested a retry.
397,CUST-000358,2026-08-17,,technical,high,open,,App crashes when loading the dashboard view.
398,CUST-000358,2026-09-05,,billing,low,open,,Reported a failed payment and requested a retry.
399,CUST-000360,2026-04-05,2026-04-06,technical,low,closed,47.26,App crashes when loading the dashboard view.
400,CUST-000361,2026-07-13,2026-07-14,other,medium,closed,28.09,General question about plan upgrade options.
401,CUST-000363,2026-04-09,2026-04-10,billing,low,closed,27.35,Asked why the monthly charge increased without notice.
402,CUST-000363,2026-05-04,2026-05-05,other,medium,closed,31.55,Provided feedback about the onboarding experience.
403,CUST-000365,2026-04-25,2026-04-26,billing,medium,closed,34.17,Asked why the monthly charge increased without notice.
404,CUST-000366,2026-06-02,2026-06-04,other,medium,closed,54.39,Asked about cancellation policy and notice period.
405,CUST-000366,2026-07-19,2026-07-21,billing,low,closed,49.53,Asked why the monthly charge increased without notice.
406,CUST-000367,2026-03-27,,billing,medium,open,,Requested a refund for a duplicate charge.
407,CUST-000368,2026-08-26,,billing,medium,open,,Asked why the monthly charge increased without notice.
408,CUST-000368,2026-04-12,2026-04-13,technical,medium,closed,42.96,Feature X is not syncing data correctly.
409,CUST-000368,2026-06-22,2026-06-22,technical,high,closed,17.62,Reported repeated login failures over the past week.
410,CUST-000369,2026-04-21,2026-04-22,technical,medium,closed,37.22,Feature X is not syncing data correctly.
411,CUST-000370,2026-08-03,2026-08-03,other,high,closed,17.88,Requested a copy of past invoices.
412,CUST-000372,2026-05-29,2026-05-29,technical,medium,closed,14.52,Requested help configuring an integration.
413,CUST-000373,2026-08-01,2026-08-01,other,low,closed,21.0,General question about plan upgrade options.
414,CUST-000375,2026-06-17,2026-06-18,technical,medium,closed,36.35,Feature X is not syncing data correctly.
415,CUST-000375,2026-05-29,2026-06-01,billing,medium,closed,73.04,Asked why the monthly charge increased without notice.
416,CUST-000375,2026-05-31,2026-05-31,billing,high,closed,2.64,Requested a refund for a duplicate charge.
417,CUST-000376,2026-06-18,,technical,low,open,,Reported repeated login failures over the past week.
418,CUST-000377,2026-04-30,,other,low,open,,Requested a copy of past invoices.
419,CUST-000377,2026-06-08,2026-06-09,other,medium,closed,45.63,Requested a copy of past invoices.
420,CUST-000377,2026-07-27,2026-07-28,other,low,closed,30.55,Asked about cancellation policy and notice period.
421,CUST-000378,2026-05-19,,technical,medium,open,,Reported repeated login failures over the past week.
422,CUST-000378,2026-04-17,2026-04-19,billing,medium,closed,52.93,Customer disputes a charge on their most recent invoice.
